question_id,subject,question,focus,type,answer
56.0,,how to reduced hypertension,hypertension,Treatment,"How can I control high blood pressure?  Even if you have had a prior stroke or heart attack, controlling high blood pressure can help prevent another one. Take these steps: •Lose weight if you’re overweight. •Eat a healthy diet that’s low in salt, saturated fat, trans fat and cholesterol. •Eat fruits and vegetables, and fat-free or low-fat dairy products. •Enjoy regular physical activity. •Limit alcohol to no more than two drinks a day if you’re a man and one drink a day if you’re a woman. Check with your doctor about drinking alcohol; it can raise blood pressure. •Take medicine as prescribed. •Know what your blood pressure should be and try to keep it at that level."
57.0,vaginal rashes after periods that leads to vaginal itching,period rashes proceed to vaginal itching. then it develop fungal infection with thick white discharge. i then take flucanazole (antifungal)which cure it. but m worried of taking allopathic medicines. pls tell me what primitive or traditional methods do i use to avoid it. i also have a sensitive skin.,fungal infection,Treatment,"How can I prevent a yeast infection? You can take steps to lower your risk of getting yeast infections: •Do not douche. Douching removes some of the normal bacteria in the vagina that protects you from infection. •Do not use scented feminine products, including bubble bath, sprays, pads, and tampons. •Change tampons, pads, and panty liners often. •Do not wear tight underwear, pantyhose, pants, or jeans. These can increase body heat and moisture in your genital area. •Wear underwear with a cotton crotch. Cotton underwear helps keep you dry and doesn't hold in warmth and moisture. •Change out of wet swimsuits and workout clothes as soon as you can. •After using the bathroom, always wipe from front to back. •Avoid hot tubs and very hot baths. •If you have diabetes, be sure your blood sugar is under control.     Does yogurt prevent or treat yeast infections?  Maybe. Studies suggest that eating eight ounces of yogurt with ""live cultures"" daily or taking Lactobacillus acidophilus capsules can help prevent infection.5,6  But, more research still needs to be done to say for sure if yogurt with Lactobacillus or other probiotics can prevent or treat vaginal yeast infections. If you think you have a yeast infection, see your doctor or nurse to make sure before taking any over-the-counter medicine."
58.0,My girlfriend suffers from scoliosis,She cries in pain and can't sleep at night do to this I believe it's the most common based on age because she wasn't born with it and I just wanna know how I should go about it  she's been to a doctor but they say with the surgery there's only a 50/50 chance of survival that's just what she told me but I really wish there's something I can do to help or something we can prevent the pain any type of help would be termendusly appreciated! She has had it for a whole now maybe a few months or so and she says the pain is increase wich is why I worry.,scoliosis,Treatment,"Idiopathic Scoliosis  Adult  A) Adult scoliosis present since adolescence. B) A lumbar spine front-view X-ray showing degenerative scoliosis (scoliosis due to the aging process).  Figure 1: A) Adult scoliosis present since   adolescence. B) A lumbar spine front-view X-ray   showing degenerative scoliosis (scoliosis due  to the aging process).  When a spinal deformity is discovered in an adult, it is often quite different from a deformity in an infant or juvenile. The goals for treatment are often different as is the location of the scoliosis. The deformity in an adult may have been present since childhood or may be the result of the aging process.. Besides pain in the back, patients may have pain radiating down their legs. Treatment of spine deformity in adults focuses on restoring function and alleviating pain in combination with correcting the curvature of the spine.   Causes  There are many different causes of spinal deformity in the adult. The most common varieties include idiopathic scoliosis that was present during adolescence (teenage years) and then became worse during adulthood, and deformity that began in adulthood due to degenerative (wear and tear) changes in the spine and deformity that developed later in life. Other less frequent causes include curvatures due to osteoporosis (brittle bones), previous fractures of the spine due to an accident, spondylolisthesis (slipped vertebrae) and rarely, infections and tumors of the spine.5"
59.0,melanoma on heel of foot,How helpful is radiation for melanoma of heel and spread all the way up the leg? Would this effect treatment of trial drugs or other treatments?,melanoma,Treatment,"EXTERNAL BEAM RADIATION THERAPY External beam radiation therapy may be used to treat skin cancer itself or to relieve pain from cancer that has spread. Radiation oncologists deliver external beam radiation therapy to the cancer from a machine outside your body. Doctors target the radiation beams at your tumor, giving more radiation to the skin cancer while keeping it away from underlying organs. Skin cancer is often treated with superfi cial forms of radiation. That means the radiation penetrates only a short distance below the surface. Treatment may be given with X-rays or electrons. Treatments are usually scheduled every day, Monday through Friday, for several weeks to accurately deliver radiation to the cancer. Treatments are painless and take less than half an hour each, start to fi nish. Your treatment schedule will depend on your cancer, but it usually requires daily treatments for one or more weeks. Radiation therapy can be given on its own or may also be given in addition to surgery, chemotherapy or biologic therapy. UNDERSTANDING RADIATION THERAPY Radiation therapy, also called radiotherapy, is the careful use of radiation to treat many diff erent kinds of cancer.  Cancer doctors, called radiation oncologists, use radiation therapy to try to cure cancer, to control cancer growth or to relieve symptoms such as pain.  Radiation therapy works within cancer cells by damaging their ability to multiply. When these cells die, the body naturally eliminates them.  Healthy cells that grow and divide quickly are also harmed by radiation, but they are able to repair themselves in a way that cancer cells cannot.  Most radiation is given with an external beam, but treatment can be given with a radioactive source close to the skin with a treatment called brachytherapy, meaning ‘short-distance’ treatment. POTENTIAL SIDE EFFECTS The side eff ects you might feel will depend on the part of your body being treated, the dose of radiation given and whether you also receive other treatments like chemotherapy. Before treatment begins, ask your doctor about possible side eff ects and how you can best manage them. Nearly all patients will experience redness and moistness of the skin, similar to a brisk sunburn. After treatment ends, the skin will form a protective scab and the new, healthy skin will develop underneath it. This healing may take several months. You will also likely lose your hair in the area treated. Your hair may grow back, but it might not have the same texture or thickness. Talk to your doctor or nurse about any discomfort you feel. He or she may be able to provide medications or other treatments to help."
60.0,treatment for dry mouth caused by necessary medicine,"My provider can't help (I asked.) I am intolerant of all the sugar alcohols such as maltilol, sorbitol, xylitol, etc. and need something for dry mouth caused by med which I have to take.  Biotene products help for only about two minutes.",dry mouth,Treatment,"Dry Mouth Treatments  Your doctor or dentist may recommend oral rinses and moisturizers, or prescribe an artificial saliva.  Also called saliva substitutes, artificial salivas are regulated by FDA as medical devices. “Unlike drugs, artificial salivas have no chemical action,” says Susan Runner, D.D.S., chief of FDA’s dental devices branch. “Their action is mechanical. They moisten and lubricate the mouth but do not stimulate the salivary glands to make saliva.”  While not a cure, artificial salivas can provide short-term relief of the symptoms of dry mouth. “They can also help minimize discomfort after an oral procedure,” says Runner.  Artificial salivas come in a variety of forms, including rinses, sprays, swabs, gels, and tablets that dissolve in the mouth. Some are available by prescription only; others can be bought over-the-counter.  FDA has also approved several prescription drugs to relieve dry mouth caused by certain medical treatments or conditions, such as Sjögren's syndrome and radiation for head or neck cancer.  Advice for Consumers If you have persistent dry mouth: •Talk to your doctor, who may change your medications or adjust the doses. •Talk to your dentist and provide a list of the medicines you take as well as any medical conditions or treatments you’ve had. The American Dental Association recommends seeing your dentist at least twice a year.  Tips for Relieving Dry Mouth •Sip water or sugarless drinks, or suck on ice chips. •Avoid irritants, such as alcohol, tobacco, and caffeine. Remember that caffeine is found in many sodas as well as in coffee and tea. •Chew sugar-free gum or suck on sugar-free candy. •Avoid salty or spicy foods, which may irritate the mouth. •Use a humidifier in your bedroom at night. •Consider using saliva substitutes."
61.0,ClinicalTrials.gov - General Complaint,Dear sir/ madam. I am a patient suffering from Friedreich's ataxia and i heard there was a medicine for it. In 2009 and since we are looking for the medicine kindly help on this and I have DNA report could You please help us on this as there are two people respective age 22 years and 24 years suffering from it. Looking for your help on this ASAP and please let us know when the medicine will be there in market and attaching two files for your reference,Friedreich's ataxia,Treatment,"Can Friedreich's ataxia be cured or treated?   As with many degenerative diseases of the nervous system, there is currently no cure or effective treatment for Friedreich's ataxia. However, many of the symptoms and accompanying complications can be treated to help individuals maintain optimal functioning as long as possible. Doctors can prescribe treatments for diabetes, if present; some of the heart problems can be treated with medication as well. Orthopedic problems such as foot deformities and scoliosis can be corrected with braces or surgery. Physical therapy may prolong use of the arms and legs. Advances in understanding the genetics of Friedreich's ataxia are leading to breakthroughs in treatment. Research has moved forward to the point where clinical trials of proposed treatments are presently occurring for Friedreich’s ataxia.  What research is being done?   Within the Federal government the National Institute of Neurological Disorders and Stroke (NINDS), a component of the National Institutes of Health (NIH), has primary responsibility for sponsoring research on neurological disorders. As part of this mission, the NINDS conducts research on Friedreich's ataxia and other forms of inherited ataxias at its facilities at the NIH and supports additional studies at medical centers throughout the United States. Several nonprofit organizations also provide substantial support research (see the section on ""Where can I get more information?"").   Researchers are optimistic that they have begun to understand the causes of the disease, and work has begun to develop effective treatments and prevention strategies for Friedreich's ataxia. Scientists have been able to create various models of the disease in yeast and mice which have facilitated understanding the cause of the disease and are now being used for drug discovery and the development of novel treatments.   Studies have revealed that frataxin is an important mitochondrial protein for proper function of several organs. Yet in people with the disease, the amount of frataxin in affected cells is severely reduced. It is believed that the loss of frataxin makes the nervous system, heart, and pancreas particularly susceptible to damage from free radicals (produced when the excess iron reacts with oxygen). Once certain cells in these tissues are destroyed by free radicals they cannot be replaced. Nerve and muscle cells also have metabolic needs that may make them particularly vulnerable to this damage. Free radicals have been implicated in other degenerative diseases such as Parkinson's and Alzheimer's diseases.   Based upon this information, scientists and physicians have tried to reduce the levels of free radicals, also called oxidants, using treatment with “antioxidants.” Initial clinical studies in Europe suggested that antioxidants like coenzyme Q10, vitamin E, and idebenone may offer individuals some limited benefit. However, recent clinical trials in the United States and Europe have not revealed effectiveness of idebenone in people with Friedreich’s ataxia, but more powerful modified forms of this agent and other antioxidants are in trials at this time. There is also a clinical trial to examine the efficacy of selectively removing excess iron from the mitochondria.   Scientists also are exploring ways to increase frataxin levels through drug treatments, genetic engineering and protein delivery systems. Several compounds that are directed at increasing levels of frataxin may be brought to clinical trials in the near future. To check for current trials, visit http://www.clinicaltrials.gov. Additional information is available from the groups listed in the following section.   Armed with what they currently know about frataxin and Friedreich’s ataxia, scientists are working to better define fraxatin’s role, clarify how defects in iron metabolism may be involved in the disease process, and explore new therapeutic approaches for therapy.       Where can I get more information? For more information on neurological disorders or research programs funded by the National Institute of Neurological Disorders and Stroke, contact the Institute's Brain Resources and Information Network (BRAIN) at:   BRAIN P.O. Box 5801 Bethesda, MD 20824 (800) 352-9424 http://www.ninds.nih.gov   Information also is available from the following organizations:  Column1 Column2  Friedreich's Ataxia Research Alliance (FARA) P.O. Box 1537 Springfield, VA   22151 fara@CureFA.org http://www.CureFA.org External link Tel: (703) 426-1576 Fax: (703) 425-0643   Genetic Alliance 4301 Connecticut Avenue, N.W. Suite 404 Washington, DC   20008-2369 info@geneticalliance.org http://www.geneticalliance.org External link Tel: 202-966-5557 800 336-GENE (4363) Fax: 202-966-8553   etc."
62.0,Kidney Stone,"Hello Dr.,In a case of patient with Kidney Stone size of 1.2mm x 2.3mm. What can i do? Pls i need your advice.",Kidney Stone,Treatment,"Summary   A kidney stone is a solid piece of material that forms in the kidney from substances in the urine. It may be as small as a grain of sand or as large as a pearl. Most kidney stones pass out of the body without help from a doctor. But sometimes a stone will not go away. It may get stuck in the urinary tract, block the flow of urine and cause great pain.   The following may be signs of kidney stones that need a doctor's help: • Extreme pain in your back or side that will not go away • Blood in your urine • Fever and chills • Vomiting • Urine that smells bad or looks cloudy • A burning feeling when you urinate  Your doctor will diagnose a kidney stone with urine, blood, and imaging tests.  If you have a stone that won't pass on its own, you may need treatment. It can be done with shock waves; with a scope inserted through the tube that carries urine out of the body, called the urethra; or with surgery.  NIH: National Institute of Diabetes and Digestive and Kidney Diseases"
63.0,,I have had renal organ transplant surgery a year ago. What risk factos must I avoid to prevent the recurrance of ESRD and to maintain a healthy functioning grafted kidney ?,ESRD,Treatment,"Health After Transplantation  KEEPING A HEALTHY OUTLOOK ON LIFE After an organ transplant, there is hope for the future. However, there are a number of health concerns that you will face. For example, there is the chance that your new organ will not always function as well as it should. Transplant recipients also have a higher risk of developing certain conditions such as high blood pressure, high blood lipid levels, diabetes, kidney problems, liver problems, and bone disease. Infection and cancer are also conditions you need to keep in mind.  Some conditions can affect any transplant recipient and some conditions are specific to the type of organ transplanted.    Search:         Healthy Transplant Images    CARING FOR YOUR NEW ORGAN  Lab Tests for Measuring Organ Function It is important to keep all of your scheduled checkups and lab appointments for monitoring organ function. Testing allows your transplant team to monitor the status of your transplant, detect rejection early, and start effective therapy right away OTHER HEALTH ISSUES Anti-rejection medications increase your risk of developing certain conditions such as infection and cancer. Other side effects of some anti-rejection medications include high blood pressure, diabetes, high blood lipids, kidney disease, heart attack, stroke, and bone disease. Knowing the risks and taking steps now to prevent them is a good way to keep you and your new organ healthy. KIDNEY DISEASE Kidney function is often decreased in transplant recipients. This may be caused by a pre-existing condition such as diabetes, high blood pressure, or injury to the kidney before a transplant. Or it may be caused by medications used to prevent rejection after a transplant.  The best way to help prevent kidney disease is to keep your blood pressure and blood glucose under control and to maintain a healthy weight. In addition, regular checkups with blood and urine tests will give your doctor important information for detecting early changes in kidney function and allowing appropriate steps to be taken. Self-Monitoring In addition to the tests that your transplant team will perform at regular follow-up visits, you will need to do some self-testing at home. Here are some things you will need to monitor: •Weight – Weigh yourself at the same time each day, preferably in the morning. If you gain 2 pounds in a day or more than 5 pounds total, call your transplant team. •Temperature – You should take your temperature daily, especially when you feel like you have a fever. Call your transplant team if your temperature is too high. •Blood pressure – Check your blood pressure as often as your transplant team recommends. •Pulse – You should check your pulse daily. A normal heart rate when not exercising should be 60 to 100 beats per minute. (If you have had a heart transplant, your resting heart rate may be as high as 110 to 120 beats per minute.) •Blood sugar – If you have high blood sugar or diabetes, you will need to monitor your blood sugar using a glucometer."
65.0,,"My question is.what is the treatment  for chronic gonorrhea, massive growth?",gonorrhea,Treatment,"Can gonorrhea be cured?  Yes, gonorrhea can be cured with the right treatment. It is important that you take all of the medication your doctor prescribes to cure your infection. Medication for gonorrhea should not be shared with anyone. Although medication will stop the infection, it will not undo any permanent damage caused by the disease.  It is becoming harder to treat some gonorrhea, as drug-resistant strains of gonorrhea are increasing. If your symptoms continue for more than a few days after receiving treatment, you should return to a health care provider to be checked again.  I was treated for gonorrhea. When can I have sex again?  You should wait seven days after finishing all medications before having sex. To avoid getting infected with gonorrhea again or spreading gonorrhea to your partner(s), you and your sex partner(s) should avoid having sex until you have each completed treatment. If you’ve had gonorrhea and took medicine in the past, you can still get infected again if you have unprotected sex with a person who has gonorrhea.  Photo of woman in pain.Pelvic Inflammatory Disease (PID) What happens if I don’t get treated?  Untreated gonorrhea can cause serious and permanent health problems in both women and men. In women, untreated gonorrhea can cause pelvic inflammatory disease (PID). Some of the complications of PID are •Formation of scar tissue that blocks fallopian tubes; •Ectopic pregnancy (pregnancy outside the womb); •Infertility (inability to get pregnant); •Long-term pelvic/abdominal pain.  In men, gonorrhea can cause a painful condition in the tubes attached to the testicles. In rare cases, this may cause a man to be sterile, or prevent him from being able to father a child. Rarely, untreated gonorrhea can also spread to your blood or joints. This condition can be life-threatening.  Untreated gonorrhea may also increase your chances of getting or giving HIV – the virus that causes AIDS."
66.0,Geriatric Psychiatrists - recommendations,"I'm looking for a geriatric psychiatrist in the sun city west, AZ area to do an evaluation for a loved one (male) who may be suffering from depression.  I'm looking for a psychiatrist that has experience working with older veterens who has a no nonsense, scientific approach.",depression,Organization,"The American Association for Geriatric Psychiatry (AAGP) is the only national association that has products, activities and publications, which focus exclusively on the challenges of geriatric psychiatry. Practitioners, researchers, educators, students, the public—anyone interested in improving the mental health of the elderly—have relied on AAGP since 1978 as the key driver for progress for elderly mental health care.  Whether you want to advance your career, engage the research community, or shape how science and society treat the elderly, AAGP has the right resources to help you. Find A Geriatric Psychiatrist Locate a geriatric psychiatrist in your area. Search Now >>"
67.0,Low erection and enlargement,How can i solve this in life?,Low erection and enlargement,Treatment,"Erection problems  ED drugs are not safe for everyone  Many men now take medications like Viagra, Levitra, and Cialis to treat erection problems. These medications are not safe for everyone. Before taking drugs to treat ED, talk to your doctor about the benefits and risks involved.  Never take Viagra, Levitra, or Cialis if you take heart medicines called nitrates. Doing so could cause a sudden — and dangerous — drop in blood pressure. Also, tell your doctor if you take any drugs called alpha-blockers, which are used to treat prostate enlargement or high blood pressure.  Some men have problems getting or keeping an erection. (An erection is when blood fills up the penis, making it firmer and larger.) This problem is called erectile dysfunction, or ED, and sometimes is called impotence. ED is fairly common. In fact, between 15 million and 30 million U.S. men are affected by it. ED can be very upsetting. It can affect self-esteem and cause frustration, anger, and sadness. But there are effective treatments for ED. And counseling can help you and your partner cope with any emotional effects of ED.  Causes of ED include: •Clogged blood vessels, high blood pressure, and high cholesterol •Nerve damage from diabetes •Certain medicines, including some used to treat depression or high blood pressure •Low testosterone •Unhealthy habits like smoking, drinking too much alcohol, overeating, and not exercising •Emotional factors, such as stress or depression  As men get older, ED becomes more common. By age 65, almost 25 percent of men have this problem at least one out of every four times they have sex. But ED is treatable at any age. Your doctor can offer a number of ways to treat ED. If treatment solves your ED, though, you still need to take care of any health issues that may have caused it.  Some men need to try two or three options before they find an ED treatment that works for them. Medication is one popular way to treat ED. Drugs like Viagra increase blood flow to the penis, which helps make an erection possible. Injections to the penis and medicine you put into the tip of your penis also can increase blood flow to it.  Other treatments for ED include a vacuum cylinder and pump you put on your penis to pull blood into it or inflatable rods that are put into the penis through surgery.  You may have heard of herbal products or dietary supplements that claim to treat ED or improve sexual performance. You should beware of these products even if they claim to be ""natural."" They can contain dangerous ingredients, including prescription medications that are not identified on the product's label."
68.0,Coronary Artery Spasms,I ask this as a General Question. Can a Pacemaker help prevent these spasms?,Coronary Artery Spasms,Treatment,"Treatment   The goal of treatment is to control chest pain and prevent a heart attack. A medicine called nitroglycerin can relieve an episode of pain.  Your health care provider may prescribe other medications to prevent chest pain. You may need a type of medicine called a calcium channel blocker or a long-acting nitrate long-term. Your doctor may also prescribe a short-acting nitrate to use during an episode of chest pain.  Beta-blockers are another type of medication that may be used. However, beta-blockers may make the condition worse, and may be harmful if used with cocaine.   Outlook (Prognosis)   Coronary artery spasm is a chronic condition. However, treatment usually helps control symptoms.  The disorder may be a sign that you have a high risk for heart attack or potentially deadly irregular heart rhythms (arrhythmias). The outlook is generally good if you follow your doctor's treatment recommendations and avoid certain triggers."
69.0,EYELID DROOP,WANT TO KNOW IF EYELID DROOP WILL BE GO AWAY,EYELID DROOP,Treatment,"the main goals of ptosis surgery are elevation of the  upper eyelid to permit normal visual development and a  full fi eld of vision, and symmetry with the opposite upper  eyelid. It is important to realize that when operating on an  abnormal muscle, completely normal eyelid position and  function after surgery may not be possible to achieve."
71.0,ClinicalTrials.gov - Question - general information,"Please i really need your reply and your help :( My wife has Allergy from all milk products and whenever she drinks or eats any thing contains small amount of any milk products she goes to the hospital. I have faith that there is a cure for that but i really donno what to say to her. She thinks that she will never be cured. So please can you tell me is there is any cure for milk products allergy, any cure? or any cure in the very near future? I will be very very very grateful if you replied, Thanks alot. :)",milk products allergy,Treatment,"What kinds of treatments and prevention have been helpful? Joanna: There is no cure for adults with food allergies. Medications like epinephrine injections and antihistamines can treat symptoms, but avoiding the trigger foods and carrying my EpiPen at all times is how I stay safe and healthy."
72.0,ClinicalTrials.gov - Question - general information,My 4 months baby has ocular albinism. Can you please help me or suggest any medicine to cure him.,ocular albinism,Treatment,"Treatment  The goal of treatment is to relieve symptoms. Treatment depends on the severity of the disorder.  Treatment involves protecting the skin and eyes from the sun: •Reduce sunburn risk by avoiding the sun, using sunscreen, and covering up completely with clothing when exposed to the sun. •Sunscreen should have a high sun protection factor (SPF). •Sunglasses (UV protected) may relieve light sensitivity.  Glasses are often prescribed to correct vision problems and eye position. Eye muscle surgery is sometimes recommended to correct abnormal eye movements (nystagmus)."
73.0,chickenpox,"I do not know if I had chickenpox. Is there a blood test available to tell me ? And if not which vaccine should I get, if any ?",chickenpox,Treatment,"Chickenpox Can Be Serious. Protect Yourself and Your Child. Most children with chickenpox completely recover. But it can be serious, even deadly, for babies, adolescents, adults, and people with weakened immune systems. Get vaccinated if you are not protected against chickenpox."
75.0,ClinicalTrials.gov - General Complaint,Please help me out as to whom to consult for anxiety and depression,anxiety/ depression,Organization,"Anxiety and Depression Association of America, ADAA http://www.adaa.org/"
76.0,informatuon about new ways in orology in the west,hello im not satisfied with the solotion in Israel for curved penis by birth ill be hapy to read anything usual alternative or and both please make a quickk contact[things are slow and difficult],curved penis,Information,"What is Peyronie’s disease?  Peyronie’s disease is a disorder in which scar tissue, called a plaque, forms in the penis—the male organ used for urination and sex. The plaque builds up inside the tissues of a thick, elastic membrane called the tunica albuginea. The most common area for the plaque is on the top or bottom of the penis. As the plaque builds up, the penis will curve or bend, which can cause painful erections. Curves in the penis can make sexual intercourse painful, difficult, or impossible. Peyronie’s disease begins with inflammation, or swelling, which can become a hard scar.  The plaque that develops in Peyronie’s disease is not the same plaque that can develop in a person’s arteries. The plaque seen in Peyronie’s disease is benign, or noncancerous, and is not a tumor. Peyronie’s disease is not contagious or caused by any known transmittable disease."
77.0,,"I had Open RNYgastric bypass surgery.I have problems with iron .I am anemic .not enough iron. Sometimes I have to get iron in infusions. Once a blood transfusion. Does this have anything to do with me not getting enough B 12 ? I can, t drink milk and have a hard time eating meat. My body is not absorbing iron. They did have me on B 12 shots. Now back on pills under my tongues. So does this kind of anemic have anything to do with B-12 ? I am 10 yrs out.",anemic/ not enough iron,Association,"Follow Your Diet Carefully After gastric bypass surgery, your body will not absorb some important vitamins and minerals. You will need to take these vitamins and minerals for the rest of your life: •Multivitamin with iron •Vitamin B 12 •Calcium (1,200 mg per day) and vitamin D. Your body can absorb only about 500 mg of calcium at a time. Divide your calcium into 2 or 3 doses during the day. Calcium must be taken in the ""citrate"" form.   You may need to take other supplements also."
78.0,sir my testicular is small in size another is normal what is medical suggestion.thanks,,testicular is small in size,Treatment,"Treatment of male hypogonadism/androgen deficiency   Treatment with testosterone replacement therapy is recommended for men with consistently low testosterone levels and symptoms or signs of androgen deficiency. Men with one of the following should not be treated with testosterone replacement therapy:  ›Active (current) or a history of aggressive, high grade breast or prostate cancer ›Suspected prostate cancer, based on a lump or hardness in the prostate or high PSA (prostate-specific antigen) level ›A high number of red blood cells, untreated obstructive sleep apnea (long pauses in breathing during sleep and loud snoring), severe untreated enlargement of the prostate acausing difficulty urinating, or uncontrolled severe heart failure   The overall goal of testosterone hormone therapy is to increase testosterone levels from below the normal range to the middle of the normal range. Goals may vary from patient to patient but should include improving or maintaining the signs of masculinity (such as deep voice, beard growth, pubic hair), and improving sex drive and function,, mood and energy, muscle strength, and the amount of bone."
79.0,Pituitary gland/high level Vitamin D,"My sister has a high level of Vitamin D in her system/blood work.  Her specialist cannot find the cause.   Would there be any connection with her pituitary?   Had her thyroid gland removed 3 years ago, and cancer in breast/removed cancer and had radiation/cured 2 years ago.",high level of Vitamin D / pituitary,Association,"Is there anything else I should know?   High levels of vitamin D and calcium can lead to the calcification and damage to organs, particularly the kidneys and blood vessels.   If magnesium levels are low, they can cause a low calcium level that is resistant to vitamin D and parathyroid hormone regulation. It may be necessary to supplement both magnesium and calcium to regain normal function."
80.0,MedlinePlus Service Request,iam 24yr old turning 25 this yr ive been having unprotected sex with my bf since i was 17 i still havent fall pregnant could something be possibly wrong with me,havent fall pregnant,Cause,"What causes infertility in men?  Infertility in men can be caused by different factors and is typically evaluated by a semen analysis. A specialist will evaluate the number of sperm (concentration), motility (movement), and morphology (shape). A slightly abnormal semen analysis does not mean that a man is necessarily infertile. Instead, a semen analysis helps determine if and how male factors are contributing to infertility.   Conditions that can contribute to abnormal semen analyses include—  •Varicoceles, a condition in which the veins on a man’s testicles are large and cause them to overheat. The heat may affect the number or shape of the sperm.  •Medical conditions or exposures such as diabetes, cystic fibrosis, trauma, infection, testicular failure, or treatment with chemotherapy or radiation. •Unhealthy habits such as heavy alcohol use, testosterone supplementation, smoking, anabolic steroid use, and illicit drug use. •Environmental toxins including exposure to pesticides and lead. What causes infertility in women?  Women need functioning ovaries, fallopian tubes, and a uterus to get pregnant. Conditions affecting any one of these organs can contribute to female infertility. Some of these conditions are listed below and can be evaluated using a number of different tests."
81.0,lesions of my tummy,i cannot eat i have lost 2 Stone i have no blood leaking can a operation get me better i do not even have a lager cannot drink tea or coffee i am getting fed up i have always kept fit had ham salad and chips had to be sick i was 9 stone now i am 7 stone i am size 8 now was size 14 will i get better is there a cure i have had this for monthes have stopped all tablets do not trust any think any more will i be like this for the rest of my life,cannot eat,Treatment,"Weight loss - unintentional   Unexplained weight loss is a decrease in body weight, when you did not try to lose the weight on your own.   Many people gain and lose some weight during any year. Loss of 10 pounds OR 5% of your normal body weight over 6-12 months or less, and you don't know the reason.   This problem may also be called unintentional weight loss.    Causes  A loss of appetite may be due to:  •Feeling depressed •Cancer, even when other symptoms are not present •Chronic infection such as AIDS •Chronic illness, such as COPD or Parkinson disease •Drugs, including chemotherapy drugs, and thyroid medications •Drug abuse such as amphetamines and cocaine •Stress or anxiety  Chronic digestive system problems that decrease the amount of calories and nutrients your body absorbs, including: •Diarrhea and other infections that last a long time, such as parasites •Chronic swelling or infection in the pancreas •Removal of part of the small intestine •Overuse of laxatives  Other causes such as: •Eating disorders, anorexia nervosa that have not been diagnosed yet •Diabetes that have not been diagnosed •Overactive thyroid gland   Home Care  Your healthcare provider may suggest changes in your diet and exercise program depending on the cause of your weight loss."
82.0,ClinicalTrials.gov - Question - general information,"Dear Ma'am or Sir, I have a Mother who keeps losing weight even though she eats and no test and no Doctor has been able to tell her why she keeps losing weight.She also has a hard time getting to sleep and getting back to sleep after she has gotten up to go to the bathroom.",losing weight/ hard time getting to sleep,Cause,"When to Contact a Medical Professional  Call your doctor right away if: •You are confused or dizzy •You have blurred vision •You have little or no urine, or recent swelling and weight gain •You have thoughts of harming yourself or of committing suicide  Call your doctor if: •You have unexplained weakness or fatigue, especially if you also have a fever or unintentional weight loss •You have constipation, dry skin, weight gain, or you cannot tolerate cold •You wake up and fall back to sleep many times during the night •You have headaches •You are taking any medications, prescription or non-prescription, or using drugs that may cause fatigue or drowsiness •You feel sad or depressed •You have insomnia"
83.0,cirrhosis of the liver question,I have cirrhosis of the liver.  Do high ammonia levels effect breathing?  I have spells of not being able to breath very well. No pain.,not being able to breath,Association,"ALCOHOLIC CARDIOMYOPATHY  Long-term heavy drinking weakens the heart muscle, causing a condition called alcoholic cardiomyopathy. A weakened heart droops and stretches and cannot contract effectively. As a result, it cannot pump enough blood to sufficiently nourish the organs. In some cases, this blood flow shortage causes severe damage to organs and tissues. Symptoms of cardiomyopathy include shortness of breath and other breathing difficulties, fatigue, swollen legs and feet, and irregular heartbeat. It can even lead to heart failure.  OTHER ALCOHOL-RELATED BRAIN CONDITIONS LIVER DAMAGE THAT AFFECTS THE BRAIN Not only does alcoholic liver disease affect liver function itself, it also damages the brain. The liver breaks down alcohol—and the toxins it releases. During this process, alcohol’s byproducts damage liver cells. These damaged liver cells no longer function as well as they should and allow too much of these toxic substances, ammonia and manganese in particular, to travel to the brain.These substances proceed to damage brain cells, causing a serious and potentially fatal brain disorder known as hepatic encephalopathy."
84.0,WHAT TABLETS CAN I TAKE ???,I WAS A BINGE DRINKER FOR YEARS & HAVE TROUBLE WALKING & I AM ON THIAMIN 100mg  & STRONG VITAMIN B Compound & SENNA  SO WHAT ELSE CAN I TAKE ???,BINGE DRINKER/ HAVE TROUBLE WALKING,Treatment,"However severe the problem may seem, most people with an alcohol use disorder can benefit from treatment. Unfortunately, only of a fraction of people who could benefit from treatment receive help. In 2012, for example, 1.4 million adults received treatment for an AUD at a specialized facility (8.4 percent of adults in need). This included 416,000 women (7.3 percent of women in need) and 1.0 million men (8.9 percent of men in need).  Ultimately, receiving treatment can improve an individual’s chances of success in overcoming an AUD. Talk with your doctor to determine the best course of action for you and see Rethinking Drinking and Treatment for Alcohol Problems: Finding and Getting Help for more information."
